sent_id,text,opinions/0/Target/0/0,opinions/0/Target/1/0,opinions/0/Polar_expression/0/0,opinions/0/Polar_expression/1/0,opinions/0/Polarity,opinions/0/Intensity,opinions/0/Source/0/0,opinions/0/Source/1/0,opinions/1/Polar_expression/0/0,opinions/1/Polar_expression/1/0,opinions/1/Polarity,opinions/1/Intensity,opinions/1/Target/0/0,opinions/1/Target/1/0,opinions/2/Target/0/0,opinions/2/Target/1/0,opinions/2/Polar_expression/0/0,opinions/2/Polar_expression/1/0,opinions/2/Polarity,opinions/2/Intensity,opinions/1/Source/0/0,opinions/1/Source/1/0,opinions/2/Source/0/0,opinions/2/Source/1/0,opinions/3/Source/0/0,opinions/3/Source/1/0,opinions/3/Target/0/0,opinions/3/Target/1/0,opinions/3/Polar_expression/0/0,opinions/3/Polar_expression/1/0,opinions/3/Polarity,opinions/3/Intensity,opinions/4/Target/0/0,opinions/4/Target/1/0,opinions/4/Polar_expression/0/0,opinions/4/Polar_expression/1/0,opinions/4/Polarity,opinions/4/Intensity,opinions/5/Source/0/0,opinions/5/Source/1/0,opinions/5/Target/0/0,opinions/5/Target/1/0,opinions/5/Polar_expression/0/0,opinions/5/Polar_expression/1/0,opinions/5/Polarity,opinions/5/Intensity,opinions/4/Source/0/0,opinions/4/Source/1/0,opinions/6/Source/0/0,opinions/6/Source/1/0,opinions/6/Target/0/0,opinions/6/Target/1/0,opinions/6/Polar_expression/0/0,opinions/6/Polar_expression/1/0,opinions/6/Polarity,opinions/6/Intensity,opinions/7/Source/0/0,opinions/7/Source/1/0,opinions/7/Target/0/0,opinions/7/Target/1/0,opinions/7/Polar_expression/0/0,opinions/7/Polar_expression/1/0,opinions/7/Polarity,opinions/7/Intensity,opinions/8/Source/0/0,opinions/8/Source/1/0,opinions/8/Target/0/0,opinions/8/Target/1/0,opinions/8/Polar_expression/0/0,opinions/8/Polar_expression/1/0,opinions/8/Polarity,opinions/8/Intensity,opinions/9/Source/0/0,opinions/9/Source/1/0,opinions/9/Target/0/0,opinions/9/Target/1/0,opinions/9/Polar_expression/0/0,opinions/9/Polar_expression/1/0,opinions/9/Polarity,opinions/9/Intensity,opinions/10/Target/0/0,opinions/10/Target/1/0,opinions/10/Polar_expression/0/0,opinions/10/Polar_expression/1/0,opinions/10/Polarity,opinions/10/Intensity,opinions/11/Target/0/0,opinions/11/Target/1/0,opinions/11/Polar_expression/0/0,opinions/11/Polar_expression/1/0,opinions/11/Polarity,opinions/11/Intensity,opinions/12/Target/0/0,opinions/12/Target/1/0,opinions/12/Polar_expression/0/0,opinions/12/Polar_expression/1/0,opinions/12/Polarity,opinions/12/Intensity,opinions/13/Target/0/0,opinions/13/Target/1/0,opinions/13/Polar_expression/0/0,opinions/13/Polar_expression/1/0,opinions/13/Polarity,opinions/13/Intensity,opinions/14/Target/0/0,opinions/14/Target/1/0,opinions/14/Polar_expression/0/0,opinions/14/Polar_expression/1/0,opinions/14/Polarity,opinions/14/Intensity,opinions/15/Target/0/0,opinions/15/Target/1/0,opinions/15/Polar_expression/0/0,opinions/15/Polar_expression/1/0,opinions/15/Polarity,opinions/15/Intensity,opinions/16/Target/0/0,opinions/16/Target/1/0,opinions/16/Polar_expression/0/0,opinions/16/Polar_expression/1/0,opinions/16/Polarity,opinions/16/Intensity
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-1,Good price / quality rate with good breakfast,breakfast,36:45,good,31:35,Positive,Standard,,,Good,0:4,Positive,Standard,price / quality rate,5:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-2,Good price / quality rate .,price / quality rate,5:25,Good,0:4,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-3,Breakfast with a lot of choice very nice and helpful people .,Breakfast,0:9,with a lot of choice,10:30,Positive,Standard,,,helpful,45:52,Positive,Standard,people,53:59,people,53:59,very nice,31:40,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-4,They are rebuilding the hotel .,the hotel,20:29,rebuilding,9:19,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-5,Location is perfect .,Location,0:8,perfect,12:19,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-6,Close to Amsterdam and the highway .,Amsterdam,9:18,Close to,0:8,Positive,Standard,,,Close to,0:8,Positive,Standard,the highway,23:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00020_1e08fbd09d0d194f477067636061b618-7,"Do not recommend the hotel yet because of the rebuilding , noise and dirt of the builders .",,,dirt,69:73,Negative,Standard,,,noise,59:64,Negative,Standard,,,the hotel,17:26,Do not recommend yet,0:30,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-1,Great hotel directly on the strip !,hotel,6:11,Great,0:5,Positive,Strong,,,directly on the strip,12:33,Positive,Standard,hotel,6:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-2,We stayed at this hotel for 3 nights during our trip around the US over summer .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-3,The hotel was very nice .,The hotel,0:9,very nice,14:23,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-4,It was held clean and everyone was very friendly .,everyone,22:30,very friendly,35:48,Positive,Strong,,,clean,12:17,Positive,Standard,It,0:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-5,"The hotel is very big and it takes quite a while to get from one place to the other , especially to get to the casino and the shops .",The hotel,0:9,very big,13:21,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-6,It also takes quite long to walk through the entire hotel to get to the strip through the main entrance .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-7,But it is a very nice walk through pretty much the whole hotel .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00100_6dbfd02a7e1473a9efb8227349df80fa-8,As the hotel was only built a few years ago it is not run down at all and is very modern .,the hotel,3:12,built a few years ago,22:43,Positive,Standard,,,very modern,77:88,Positive,Strong,the hotel,3:12,the hotel,3:12,not run down,50:62,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-1,Really a nice and modern hotel,hotel,25:30,nice,9:13,Positive,Standard,,,modern,18:24,Positive,Standard,hotel,25:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-2,"This is a nice hotel , very well located in the town of Ness .",hotel,15:20,nice,10:14,Positive,Standard,,,very well located,23:40,Positive,Strong,hotel,15:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-3,It is modern and the room had a coffee / tea machine for your own free coffee or tea !,It,0:2,modern,6:12,Positive,Standard,,,had,26:29,Positive,Standard,a coffee / tea machine,30:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-4,This was really appreciated by us .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-5,The staff was very helpfull and friendly .,The staff,0:9,friendly,32:40,Positive,Standard,,,very helpfull,14:27,Positive,Strong,The staff,0:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-6,"The bathroom was a little small , but clean .",The bathroom,0:12,clean,38:43,Positive,Standard,,,a little small,17:31,Negative,Standard,The bathroom,0:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-7,Good size tv ! ! !,tv,10:12,Good size ! ! !,0:18,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-8,They serve a really nice breakfast .,breakfast,25:34,really nice,13:24,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-9,This hotel offers good value for money ! ! !,value for money,23:38,good ! ! !,18:44,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00067_625f93a6fd3fb64fe7ce4a93291d1249-10,The only missing thing was a hotel lounge where you can sit and relax or read a paper .,a hotel lounge,27:41,The only missing thing,0:22,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-1,A very pleasant place,place,16:21,very pleasant,2:15,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-2,This is a very pleasant hotel .,hotel,24:29,very pleasant,10:23,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-3,"The neightborhood is nice , very central .",The neightborhood,0:17,very central,28:40,Positive,Strong,,,nice,21:25,Positive,Standard,The neightborhood,0:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-4,It is few minutes away from everything you might need .,It,0:2,few minutes away from everything you might need,6:53,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-5,The rooms are big and very clean .,The rooms,0:9,very clean,22:32,Positive,Strong,,,big,14:17,Positive,Standard,The rooms,0:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-6,The bathroom is 'n extremely large but yet comfortable and clean .,The bathroom,0:12,is 'n extremely large,13:34,Negative,Standard,,,clean,59:64,Positive,Standard,The bathroom,0:12,The bathroom,0:12,comfortable,43:54,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-7,Internet connection is free and high speed .,Internet connection,0:19,high speed,32:42,Positive,Standard,,,free,23:27,Positive,Standard,Internet connection,0:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-8,A nice table to work in your room .,table to work,7:20,nice,2:6,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00061_4017aed98f712cd7f7e670f4821687c8-9,Definitively a good place for a business trip or a holiday .,place,20:25,good,15:19,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00193_e5e283831d59fcab51f830250aeb99ac-1,Higly recommended !!!!!!,,,Higly recommended !!!!!!,0:24,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00193_e5e283831d59fcab51f830250aeb99ac-2,We had an excellent 7 days at the Forum beach Hotel .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00193_e5e283831d59fcab51f830250aeb99ac-3,"Highlights included : great staff ( Nadia and Petros are top ) , great food , nice apartment cleaned daily and a short taxi ride to the town center & amp ; bars ( which we thought was great ) ,",apartment,83:92,nice,78:82,Positive,Standard,,,cleaned daily,93:106,Positive,Standard,apartment,83:92,taxi ride to the town center & amp,119:153,bars,156:160,Positive,Standard,,,,,,,taxi ride to the town center & amp,119:153,short,113:118,Positive,Standard,staff,28:33,great,22:27,Positive,Strong,,,food,71:75,great,65:70,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00193_e5e283831d59fcab51f830250aeb99ac-4,"We did daily tour to island of Symi , scuba diving and some shopping but mainly we just enjoyed the AI and relaxed .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00193_e5e283831d59fcab51f830250aeb99ac-5,Highly recommended,,,Highly recommended,0:18,Positive,Strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00029_23f919aca4ec4331ef32567446df366b-1,Dust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00029_23f919aca4ec4331ef32567446df366b-2,"The hotel is remarkable for his position in the town , 10 minutes by foot to get to the nightlife ( Rembrantplein ) .",the nightlife ( Rembrantplein ),84:115,10 minutes by foot,55:73,Positive,Standard,,,remarkable for his position in the town,13:52,Positive,Standard,The hotel,0:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00029_23f919aca4ec4331ef32567446df366b-3,For the rest it is very dirty ( for example we found little insects in the room ) and the sheets were not well cleaned ( we found stains of I don 't want to know what was ) .,stains,130:136,found,124:129,Negative,Standard,we,121:123,very dirty,19:29,Negative,Strong,it,13:15,little insects,53:67,found,47:52,Negative,Standard,,,we,44:46,,,the sheets,86:96,not well cleaned,102:118,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00029_23f919aca4ec4331ef32567446df366b-4,In addition the bathroom was very little and not you cannot use the sink if the door was closed because there was no space .,the bathroom,12:24,very little,29:40,Negative,Strong,,,cannot use,53:63,Negative,Standard,the sink,64:72,the sink,64:72,space,117:122,Negative,Standard,,,,,,,the sink,64:72,there was no,104:116,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00029_23f919aca4ec4331ef32567446df366b-5,It was not worth of the money we spent for it .,the money we spent for it,20:45,not worth,7:16,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00040_2bdfcdf199dcab6742b51f67af5d1973-1,Great family friendly hotel,hotel,22:27,family,6:12,Positive,Standard,,,Great,0:5,Positive,Strong,hotel,22:27,hotel,22:27,friendly,13:21,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00040_2bdfcdf199dcab6742b51f67af5d1973-2,Nice hotel with great staff .,staff,22:27,great,16:21,Positive,Strong,,,Nice,0:4,Positive,Standard,hotel,5:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00040_2bdfcdf199dcab6742b51f67af5d1973-3,Food a bit repeatative .,Food,0:4,a bit repeatative,5:22,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00040_2bdfcdf199dcab6742b51f67af5d1973-4,Not much choice for English .,,,Not much choice,0:15,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00040_2bdfcdf199dcab6742b51f67af5d1973-5,Lots of eastern European food .,food,25:29,Lots of eastern European,0:24,Negative,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00040_2bdfcdf199dcab6742b51f67af5d1973-6,( the Russians where happy ) I will go back to this hotel next year as we had a great holiday .,this hotel,47:57,will go back,31:43,Positive,Standard,I,29:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00169_cdca4d3b45b1dc9dad97f202253c68d9-1,"Quite nice hotel , good value for money",value for money,24:39,good,19:23,Positive,Standard,,,Quite nice,0:10,Positive,Standard,hotel,11:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00169_cdca4d3b45b1dc9dad97f202253c68d9-2,Stayed here for 5 nights in July 2012 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00169_cdca4d3b45b1dc9dad97f202253c68d9-3,"This HI is what one would expect from HI , although check in was quite swift , but no upgrade for me as PC Platinum member .",This,0:4,what one would expect,11:32,Positive,Standard,,,no upgrade,83:93,Negative,Standard,check in,52:60,check in,52:60,quite swift,65:76,Positive,Standard,me,98:100,me,98:100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00169_cdca4d3b45b1dc9dad97f202253c68d9-4,"Stay was quite noisy , as group of school children was staying at the hotel and they were making a lot of noise during the night , but reception failed to intervene ...",reception,135:144,failed to intervene,145:164,Negative,Standard,,,quite noisy,9:20,Positive,Standard,Stay,0:4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00087_7e37d7718b8ccf612d92fb00430ce8d4-1,You might be pleasantly surprised,,,pleasantly surprised,13:33,Positive,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00087_7e37d7718b8ccf612d92fb00430ce8d4-2,Our room was very clean as was the whole hotel .,Our room,0:8,very clean,13:23,Positive,Strong,,,very clean,13:23,Positive,Strong,the whole hotel,31:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../opener/en/kaf/hotel/english00087_7e37d7718b8ccf612d92fb00430ce8d4-3,Food was good always a very good choice in each restaurant .,Food,0:4,good always,9:20,Positive,Standard,,,very good,23:32,Positive,Strong,choice,33:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
